productID,product_name,product_price,number_of_ordered_items,order_status,customer_name,location,latitude,longitude,channel_of_ordering,date
P00003,Keyboard,92.04,3,Canceled,Courtney Perry,Alabama,32.806671,-86.79113,Mobile App,45511
P00009,Printer,218.8,2,In Process,Melissa Francis,Arkansas,34.969704,-92.373123,Website,45511
P00003,Headphones,293.38,5,Delivered,Lisa Lewis,Oklahoma,35.565342,-96.928917,Phone,45511
P00018,Power Bank,79.41,4,Delivered,April Russell,Colorado,39.059811,-105.311104,Physical,45511
P00019,Monitor,973.96,2,In Process,Andrea Silva,Georgia,33.040619,-83.643074,Mobile App,45511
P00012,Drone,1128.61,3,Canceled,Jeremy Sutton,Maine,44.693947,-69.381927,Phone,45511
P00016,Printer,299.31,5,Delivered,Veronica Vargas,California,36.116203,-119.681564,Website,45511
P00011,Mouse,27.77,4,In Process,David Wilson,Alaska,61.370716,-152.404419,Social Media,45511
P00006,Hard Disk,141.85,2,Delivered,John Washington,Hawaii,21.094318,-157.498337,Website,45511
P00022,Router,171.01,5,Delivered,Brandon Arnold,New York,42.165726,-74.948051,Physical,45511
P00018,Monitor,696.25,3,Canceled,Keith Peterson,Pennsylvania,40.590752,-77.209755,Social Media,45511
P00017,Headphones,270.33,2,On Hold,Scott Campbell,Montana,46.921925,-110.454353,Website,45511
P00019,Drone,2586.51,5,Canceled,Jacob Nielsen,Delaware,39.318523,-75.507141,Physical,45511
P00013,Monitor,581.83,5,Delivered,Shelby Bridges,California,36.116203,-119.681564,Mobile App,45511
P00001,Tablet,615.01,5,In Process,Mary Gonzalez,Maine,44.693947,-69.381927,Social Media,45511
P00004,Drone,1214.63,4,On Hold,Richard Flores Jr.,Michigan,43.326618,-84.536095,Social Media,45512
P00011,Gaming Console,638.68,5,In Process,Janet Morton,Utah,40.150032,-111.862434,Phone,45512
P00016,Smartwatch,268.64,4,Delivered,Katie White,Connecticut,41.597782,-72.755371,Phone,45512
P00010,Charger,46.94,5,On Hold,Michael Valdez,Louisiana,31.169546,-91.867805,Mobile App,45512
P00007,Mouse,38.46,1,Canceled,Tracy Miller,Louisiana,31.169546,-91.867805,Physical,45512
P00018,Headphones,230.47,2,On Hold,James Richard,Minnesota,45.694454,-93.900192,Mobile App,45512
P00001,Laptop,913.21,4,In Process,Courtney Murphy,North Carolina,35.630066,-79.806419,Mobile App,45512
P00011,Charger,34.31,5,Canceled,Ralph Christensen,Texas,31.054487,-97.563461,Physical,45512
P00002,Mouse,49.21,5,Canceled,Mason Barrett,Idaho,44.240459,-114.478828,Phone,45512
P00017,Printer,243.13,3,Canceled,Don Adams,Colorado,39.059811,-105.311104,Mobile App,45512
P00005,Laptop,1333.4,1,Delivered,Heidi Vega,Pennsylvania,40.590752,-77.209755,Website,45512
P00022,Monitor,475.35,3,Canceled,Sean Bullock,Oklahoma,35.565342,-96.928917,Mobile App,45512
P00013,Power Bank,76.07,2,Canceled,Elizabeth Kelley,Massachusetts,42.230171,-71.530106,Social Media,45512
P00004,Graphics Card,200.48,5,Canceled,Curtis Hall,Minnesota,45.694454,-93.900192,Phone,45512
P00005,Router,94.45,3,On Hold,Douglas Underwood,Idaho,44.240459,-114.478828,Phone,45512
P00020,Smart TV,829.6,4,Canceled,Marie Foster,Kansas,38.5266,-96.726486,Social Media,45512
P00017,Gaming Console,691.76,1,In Process,Elizabeth Olson,Rhode Island,41.680893,-71.51178,Phone,45512
P00017,Smartphone,686.81,4,Delivered,Mitchell Reynolds,California,36.116203,-119.681564,Mobile App,45512
P00002,Laptop,950.95,4,Delivered,Mr. Andrew Whitaker MD,North Dakota,47.528912,-99.784012,Phone,45512
P00008,Keyboard,142.4,2,Delivered,Justin Rich,Hawaii,21.094318,-157.498337,Mobile App,45512
P00016,Power Bank,65.04,4,On Hold,Cameron Griffin DDS,North Dakota,47.528912,-99.784012,Physical,45512
P00017,Smartphone,514.35,3,On Hold,Mr. Adam Delgado,Oregon,44.572021,-122.070938,Website,45512
P00022,Smart TV,1755.07,5,Canceled,Travis French,Virginia,37.769337,-78.169968,Website,45512
P00012,Graphics Card,943.15,5,Canceled,Carlos Haley,New Jersey,40.298904,-74.521011,Phone,45512
P00017,Tablet,470.31,3,Canceled,Pamela Jackson,Michigan,43.326618,-84.536095,Social Media,45512
P00011,Router,77.78,1,Delivered,Samantha May,Maine,44.693947,-69.381927,Mobile App,45512
P00016,Graphics Card,1515.73,2,Delivered,Nancy Johnston,Missouri,38.456085,-92.288368,Social Media,45512
P00001,Laptop,1607.52,1,In Process,Brittney Green,Tennessee,35.747845,-86.692345,Physical,45512
P00017,Smart TV,1488.99,1,On Hold,Sean Villarreal,Wyoming,42.755966,-107.30249,Website,45512
P00017,Laptop,1144.81,5,In Process,Steven Stafford,Vermont,44.045876,-72.710686,Social Media,45512
P00014,Laptop,1807.16,2,Delivered,Gregory Underwood,Missouri,38.456085,-92.288368,Social Media,45513
P00010,Graphics Card,373.28,5,In Process,Renee Mercer,Oklahoma,35.565342,-96.928917,Website,45513
P00009,Keyboard,134.17,4,In Process,Sara Anderson,Iowa,42.011539,-93.210526,Social Media,45513
P00017,Mouse,77.34,2,In Process,Kevin Walker,Rhode Island,41.680893,-71.51178,Social Media,45513
P00004,Smart Home Hub,257.35,4,Delivered,Stephen Smith,Alabama,32.806671,-86.79113,Website,45513
P00018,Hard Disk,127.23,4,On Hold,Christina Thompson,Delaware,39.318523,-75.507141,Social Media,45513
P00012,Router,82.56,1,In Process,Christina Ward,Ohio,40.388783,-82.764915,Mobile App,45513
P00005,Headphones,268.04,3,Delivered,Catherine Sutton,Wisconsin,44.268543,-89.616508,Phone,45513
P00016,Camera,2451.36,5,On Hold,Richard Russell,Idaho,44.240459,-114.478828,Social Media,45513
P00007,Gaming Console,381.94,2,Delivered,Jennifer Herrera MD,Tennessee,35.747845,-86.692345,Phone,45513
P00016,Smart Home Hub,260.65,3,On Hold,Alexander Watts,Ohio,40.388783,-82.764915,Website,45513
P00022,Laptop,943.04,4,Delivered,Kayla Christian,West Virginia,38.491226,-80.954456,Mobile App,45513
P00004,Tablet,643.28,4,Delivered,Damon Oneill,Ohio,40.388783,-82.764915,Social Media,45513
P00024,Gaming Console,444.11,4,In Process,Brian Martinez,Missouri,38.456085,-92.288368,Mobile App,45513
P00005,Printer,404.47,4,In Process,Daniel Banks,California,36.116203,-119.681564,Mobile App,45513
P00012,Laptop,632.1,4,Delivered,Brian Murray,Missouri,38.456085,-92.288368,Physical,45513
P00023,Mouse,35.2,5,Delivered,Maria Frye,Kentucky,37.66814,-84.670067,Website,45513
P00019,Smartwatch,220.35,1,Delivered,Patricia Fuentes,Vermont,44.045876,-72.710686,Mobile App,45513
P00019,Speaker,112.86,2,In Process,Robert Burton,Kentucky,37.66814,-84.670067,Social Media,45513
P00002,Laptop,1918.38,5,On Hold,Javier Garcia,Massachusetts,42.230171,-71.530106,Phone,45513
P00024,Keyboard,72.14,4,Canceled,Janet Rivera,Florida,27.766279,-81.686783,Social Media,45513
P00017,Mouse,19.24,3,In Process,Judy Garcia,New Hampshire,43.452492,-71.563896,Social Media,45513
P00005,Headphones,223.44,4,Canceled,Jeffrey Wilson,Nebraska,41.12537,-98.268082,Phone,45513
P00024,Speaker,479.02,2,Delivered,Casey Smith,Idaho,44.240459,-114.478828,Mobile App,45513
P00007,Hard Disk,133.53,2,Canceled,Jose Schwartz,Illinois,40.349457,-88.986137,Mobile App,45513
P00012,Camera,1476.29,2,On Hold,Miguel Brooks,Illinois,40.349457,-88.986137,Mobile App,45513
P00011,Drone,1552.67,4,Canceled,Samantha Bruce,New Mexico,34.840515,-106.248482,Phone,45513
P00021,Headphones,94.11,5,On Hold,Michelle Taylor,Louisiana,31.169546,-91.867805,Phone,45513
P00024,Smartwatch,208.2,1,On Hold,Corey Adkins,Wisconsin,44.268543,-89.616508,Website,45513
P00011,Charger,29.7,4,On Hold,Amy Burnett,Maine,44.693947,-69.381927,Mobile App,45513
P00022,Tablet,596.22,5,In Process,Meredith Grant,Connecticut,41.597782,-72.755371,Mobile App,45513
P00003,Gaming Console,425.93,3,Delivered,Kimberly Long,Wisconsin,44.268543,-89.616508,Phone,45513
P00001,Smart TV,1988.6,3,On Hold,Mr. Kenneth Steele,Nebraska,41.12537,-98.268082,Phone,45513
P00010,Mouse,12.02,1,Delivered,James Bullock,Tennessee,35.747845,-86.692345,Mobile App,45513
P00018,Charger,21.62,3,Delivered,Denise Hansen,Nevada,38.313515,-117.055374,Physical,45514
P00018,Graphics Card,1734.06,3,On Hold,Chelsea Bruce,Ohio,40.388783,-82.764915,Physical,45514
P00023,Printer,215.95,5,Canceled,Claudia Smith,Hawaii,21.094318,-157.498337,Physical,45514
P00020,Smart Home Hub,399.16,4,Canceled,Daniel Baker,West Virginia,38.491226,-80.954456,Mobile App,45514
P00015,Power Bank,28.26,4,Canceled,Kenneth Baker,North Dakota,47.528912,-99.784012,Social Media,45514
P00016,Camera,888.22,5,Canceled,Douglas Reid,Wyoming,42.755966,-107.30249,Phone,45514
P00018,Headphones,239.6,2,Delivered,Christina Stewart,Minnesota,45.694454,-93.900192,Physical,45514
P00013,Charger,41.25,1,On Hold,Julie Thomas,Washington,47.400902,-121.490494,Website,45514
P00019,USB Drive,6.86,4,Delivered,Ryan Freeman,Wisconsin,44.268543,-89.616508,Mobile App,45514
P00013,Graphics Card,663.54,4,Canceled,Sharon Mccarty,Hawaii,21.094318,-157.498337,Phone,45514
P00010,Graphics Card,517.86,5,Canceled,Kim Gibson,Louisiana,31.169546,-91.867805,Phone,45514
P00016,Monitor,327.92,2,Canceled,David Klein,Vermont,44.045876,-72.710686,Mobile App,45514
P00016,Monitor,487.8,4,Delivered,Tyler Sanders,Alabama,32.806671,-86.79113,Mobile App,45514
P00006,Mouse,36.35,4,In Process,Selena Braun,Illinois,40.349457,-88.986137,Phone,45514
P00007,Router,234.44,2,Delivered,Natasha Brooks,Massachusetts,42.230171,-71.530106,Mobile App,45514
P00021,Router,284.2,3,Delivered,Steven Little,Florida,27.766279,-81.686783,Website,45514
P00002,Power Bank,74.96,5,Canceled,Terri Tucker,Florida,27.766279,-81.686783,Mobile App,45514
P00005,Laptop,865.36,3,On Hold,Lauren Sandoval,Colorado,39.059811,-105.311104,Phone,45514
P00012,Power Bank,73.25,3,Canceled,Brandon Adkins,Alabama,32.806671,-86.79113,Website,45514
P00007,Speaker,468.98,4,Canceled,Diana Ballard,Illinois,40.349457,-88.986137,Social Media,45514
P00002,Headphones,88.56,4,On Hold,Amy Myers,Georgia,33.040619,-83.643074,Mobile App,45514
P00022,USB Drive,43.41,4,On Hold,Paula Johnson,Alaska,61.370716,-152.404419,Social Media,45514
P00023,USB Drive,27.87,3,On Hold,Wendy Phillips,Hawaii,21.094318,-157.498337,Mobile App,45514
P00004,Charger,16.94,2,Canceled,Nicholas Miller,Wisconsin,44.268543,-89.616508,Physical,45514
P00013,Scanner,272.39,2,In Process,Rachel Adkins,Vermont,44.045876,-72.710686,Social Media,45514
P00005,Graphics Card,286.21,1,On Hold,Richard Anderson,Delaware,39.318523,-75.507141,Social Media,45514
P00019,Scanner,219.87,3,On Hold,Robert Burgess,Colorado,39.059811,-105.311104,Mobile App,45514
P00014,Camera,2316.93,4,Delivered,Jessica Morse,Nevada,38.313515,-117.055374,Mobile App,45514
P00015,Smartphone,590.02,2,In Process,Courtney Evans,Georgia,33.040619,-83.643074,Mobile App,45514
P00023,Monitor,763.94,2,Canceled,Brenda Diaz,Ohio,40.388783,-82.764915,Mobile App,45514
P00023,Drone,1233.22,2,Delivered,Sherry Mora,Nevada,38.313515,-117.055374,Physical,45514
P00010,Power Bank,74.89,4,On Hold,James Davis,Michigan,43.326618,-84.536095,Phone,45514
P00022,Printer,159.2,5,Delivered,Christopher Wheeler,Rhode Island,41.680893,-71.51178,Mobile App,45514
P00020,Mouse,21.54,2,In Process,Alan Pitts,Idaho,44.240459,-114.478828,Social Media,45515
P00009,Gaming Console,584.48,1,Canceled,Shannon Carter,Louisiana,31.169546,-91.867805,Phone,45515
P00023,Smartphone,338.46,4,On Hold,Rebecca Chavez,Kentucky,37.66814,-84.670067,Website,45515
P00020,Gaming Console,755.85,5,In Process,Jennifer Chandler,Wisconsin,44.268543,-89.616508,Phone,45515
P00022,Laptop,1035.77,4,Canceled,Kathleen Brown,Idaho,44.240459,-114.478828,Phone,45515
P00006,Charger,38.75,1,Delivered,Christopher Peck,South Carolina,33.856892,-80.945007,Phone,45515
P00014,Mouse,49.48,3,In Process,Leslie Carter,Mississippi,32.741646,-89.678696,Social Media,45515
P00016,Laptop,1378.45,1,On Hold,Vanessa Yoder,New York,42.165726,-74.948051,Website,45515
P00004,Hard Disk,174.41,3,On Hold,Eric Lozano,Arkansas,34.969704,-92.373123,Physical,45515
P00003,Monitor,687.78,4,In Process,Shannon Delgado,North Dakota,47.528912,-99.784012,Social Media,45515
P00024,Mouse,56.31,4,Canceled,Matthew Adams,Arkansas,34.969704,-92.373123,Social Media,45515
P00014,Drone,2253.8,3,In Process,Jeremy Williams,Ohio,40.388783,-82.764915,Phone,45515
P00001,Graphics Card,517.71,1,Canceled,Jennifer Pennington,Alabama,32.806671,-86.79113,Physical,45515
P00021,Graphics Card,460.97,3,In Process,Tyler Lopez,Washington,47.400902,-121.490494,Social Media,45515
P00013,Keyboard,62.09,3,Delivered,Bryan Jennings,Nebraska,41.12537,-98.268082,Social Media,45515
P00024,Smartwatch,400.79,5,On Hold,Jason Frank,Indiana,39.849426,-86.258278,Physical,45515
P00013,VR Headset,899.89,3,In Process,Jonathan Franco,California,36.116203,-119.681564,Social Media,45515
P00018,VR Headset,877.29,1,Delivered,Bradley Moss,New Hampshire,43.452492,-71.563896,Social Media,45515
P00023,Tablet,335.65,2,In Process,Christopher White,Ohio,40.388783,-82.764915,Website,45515
P00012,Smartwatch,235.53,1,Canceled,Jacob Rodriguez,Montana,46.921925,-110.454353,Phone,45515
P00013,Graphics Card,1062.03,1,Delivered,Monica Cohen,Indiana,39.849426,-86.258278,Website,45515
P00019,USB Drive,11.33,4,In Process,Anthony Hughes,Washington,47.400902,-121.490494,Social Media,45515
P00004,Projector,697.55,1,On Hold,Jeffrey Rowe,Tennessee,35.747845,-86.692345,Phone,45515
P00005,Smart Home Hub,332.37,1,Canceled,Miguel Roberts,Wisconsin,44.268543,-89.616508,Physical,45515
P00005,Printer,179.82,5,Delivered,Melissa Miller,Illinois,40.349457,-88.986137,Social Media,45515
P00018,Laptop,1426.06,5,Delivered,Kevin Barnes,Louisiana,31.169546,-91.867805,Physical,45515
P00004,Power Bank,76.05,3,Canceled,Marie Blair,South Dakota,44.299782,-99.438828,Social Media,45515
P00014,Smart Home Hub,352.71,3,On Hold,Raymond Thomas,Utah,40.150032,-111.862434,Phone,45515
P00006,Power Bank,89.06,1,On Hold,Terri Ross DDS,Maryland,39.063946,-76.802101,Mobile App,45515
P00016,Tablet,650.93,4,Canceled,William Case,West Virginia,38.491226,-80.954456,Website,45516
P00024,VR Headset,531.13,1,Delivered,David Johnson,Minnesota,45.694454,-93.900192,Website,45516
P00020,Smartwatch,175.85,3,On Hold,Stephanie Thomas,Wisconsin,44.268543,-89.616508,Mobile App,45516
P00006,Printer,144.12,2,Canceled,Jason Martinez,Colorado,39.059811,-105.311104,Physical,45516
P00024,USB Drive,23.49,5,In Process,Jennifer Golden,Wisconsin,44.268543,-89.616508,Website,45516
P00006,Smartwatch,190.07,4,Canceled,Timothy Graves,Arkansas,34.969704,-92.373123,Phone,45516
P00001,Headphones,295,3,Delivered,James Mccarthy,South Carolina,33.856892,-80.945007,Mobile App,45516
P00013,Smartphone,940.73,3,Delivered,James Lee,South Dakota,44.299782,-99.438828,Social Media,45516
P00009,Router,247.2,2,Canceled,Kelly Ross,New Mexico,34.840515,-106.248482,Website,45516
P00023,Drone,2990.17,3,Canceled,Morgan Delacruz,North Dakota,47.528912,-99.784012,Social Media,45516
P00004,Headphones,197.47,5,Canceled,Charles Bradshaw,Florida,27.766279,-81.686783,Website,45516
P00004,Smartphone,426.93,5,In Process,Michael Martin,North Dakota,47.528912,-99.784012,Physical,45516
P00024,Scanner,218.93,4,Delivered,John Yates,Vermont,44.045876,-72.710686,Physical,45516
P00010,Mouse,23.74,3,Canceled,Luis Wilson,Connecticut,41.597782,-72.755371,Physical,45516
P00010,Power Bank,79.69,4,In Process,Victor Hernandez,Nevada,38.313515,-117.055374,Mobile App,45516
P00013,Smart Home Hub,437.83,2,Delivered,Earl Crane,Massachusetts,42.230171,-71.530106,Social Media,45516
P00006,Scanner,297.47,5,In Process,Anna Wade,New Hampshire,43.452492,-71.563896,Phone,45516
P00016,Keyboard,105.69,2,On Hold,Monica Johnson,West Virginia,38.491226,-80.954456,Mobile App,45516
P00014,Laptop,503.82,2,Delivered,Ronald Moses,Missouri,38.456085,-92.288368,Mobile App,45516
P00024,USB Drive,6.89,5,On Hold,Carl Miller,Florida,27.766279,-81.686783,Social Media,45516
P00022,Printer,494.41,1,Delivered,Maureen Frank,Maryland,39.063946,-76.802101,Phone,45516
P00009,Smartwatch,484.71,2,In Process,Tyler Davis,Connecticut,41.597782,-72.755371,Physical,45516
P00007,Smartphone,1005.64,5,Canceled,Juan Vargas,Texas,31.054487,-97.563461,Physical,45516
P00013,Keyboard,58.81,1,Canceled,Tyler Fowler,South Carolina,33.856892,-80.945007,Social Media,45516
P00003,Tablet,725.52,2,On Hold,Jeremy Pierce,New Jersey,40.298904,-74.521011,Social Media,45516
P00022,Power Bank,71.03,3,In Process,Nicole Jones,New Hampshire,43.452492,-71.563896,Physical,45516
P00009,Smart TV,1239.55,2,Delivered,Cynthia Brown,Louisiana,31.169546,-91.867805,Phone,45516
P00019,VR Headset,699.44,1,In Process,Pamela Wilson,Vermont,44.045876,-72.710686,Physical,45516
P00017,Scanner,140.11,4,On Hold,Travis Chase,Georgia,33.040619,-83.643074,Website,45516
P00016,Monitor,767.29,3,On Hold,Cynthia Wright,Maryland,39.063946,-76.802101,Physical,45516
P00021,Charger,39.35,5,In Process,Elizabeth Barnes,Delaware,39.318523,-75.507141,Mobile App,45516
P00011,Graphics Card,704.26,1,Delivered,Patricia Ryan,Oklahoma,35.565342,-96.928917,Physical,45517
P00016,Speaker,438.48,4,Canceled,Ashley Hernandez,Kentucky,37.66814,-84.670067,Physical,45517
P00022,Charger,37.46,2,In Process,Louis Mcguire,Oregon,44.572021,-122.070938,Phone,45517
P00022,Mouse,72.64,5,On Hold,Lisa Johnson MD,Michigan,43.326618,-84.536095,Physical,45517
P00016,Smart Home Hub,198.99,3,On Hold,Michael Duncan,Indiana,39.849426,-86.258278,Physical,45517
P00021,Power Bank,21.88,4,Delivered,Kim Weaver,Kentucky,37.66814,-84.670067,Website,45517
P00005,Headphones,66.96,1,Canceled,Maureen Harris,Utah,40.150032,-111.862434,Social Media,45517
P00013,Charger,38.73,5,Canceled,Jeffrey Hill,Indiana,39.849426,-86.258278,Phone,45517
P00022,VR Headset,610.73,1,Delivered,Christina Cain,Indiana,39.849426,-86.258278,Physical,45517
P00019,Smart Home Hub,254.64,2,On Hold,Chelsea Reese,Nebraska,41.12537,-98.268082,Website,45517
P00015,Router,196.91,2,Delivered,Michael Brown,California,36.116203,-119.681564,Mobile App,45517
P00020,Camera,2801.64,4,On Hold,William Brown,Rhode Island,41.680893,-71.51178,Mobile App,45517
P00014,Gaming Console,706.71,3,Canceled,Beverly Smith,Oregon,44.572021,-122.070938,Website,45517
P00023,Charger,35.02,1,In Process,Andrew Davis,Missouri,38.456085,-92.288368,Phone,45517
P00021,Keyboard,43.11,1,Canceled,Lisa Frye,Oklahoma,35.565342,-96.928917,Website,45517
P00021,Tablet,202.47,2,In Process,Alison Shelton,New York,42.165726,-74.948051,Physical,45517
P00018,Smartwatch,124.55,2,On Hold,Melissa Sullivan,Nevada,38.313515,-117.055374,Social Media,45517
P00009,Printer,344.33,1,Canceled,Kayla Martinez,Massachusetts,42.230171,-71.530106,Physical,45517
P00021,Smart TV,799.65,5,In Process,John Griffin,Idaho,44.240459,-114.478828,Phone,45517
P00018,Scanner,396,4,Canceled,Cynthia Ware,Hawaii,21.094318,-157.498337,Physical,45517
P00001,Mouse,66.66,5,Delivered,Stephanie Huff,Nebraska,41.12537,-98.268082,Phone,45517
P00001,Hard Disk,186.25,5,On Hold,Kathy Bartlett,Mississippi,32.741646,-89.678696,Phone,45517
P00008,Router,137.82,2,On Hold,Desiree Campos,Vermont,44.045876,-72.710686,Mobile App,45517
P00012,USB Drive,17.56,1,In Process,Andrea Hammond,Connecticut,41.597782,-72.755371,Website,45517
P00018,Smartwatch,315.76,2,Canceled,Evan Frazier,Idaho,44.240459,-114.478828,Mobile App,45517
P00021,VR Headset,204.04,1,In Process,Anthony Frost,Kentucky,37.66814,-84.670067,Social Media,45517
P00013,USB Drive,17.74,3,Canceled,Elizabeth Cantu,Kansas,38.5266,-96.726486,Physical,45518
P00024,Smart TV,1842.08,2,In Process,Anna Castillo,Indiana,39.849426,-86.258278,Social Media,45518
P00023,Smart Home Hub,212.61,2,On Hold,Patricia Townsend,Arkansas,34.969704,-92.373123,Social Media,45518
P00004,Camera,738.32,1,Canceled,Jonathan Jones,Michigan,43.326618,-84.536095,Social Media,45518
P00019,Hard Disk,110.06,1,Delivered,Riley Douglas,Georgia,33.040619,-83.643074,Social Media,45518
P00001,Smartphone,884.8,2,In Process,Daniel Lopez,Colorado,39.059811,-105.311104,Physical,45518
P00002,Smart Home Hub,480.58,1,On Hold,Antonio Kennedy,Arizona,33.729759,-111.431221,Physical,45518
P00018,Tablet,431.94,3,On Hold,Matthew Cook,Arkansas,34.969704,-92.373123,Physical,45518
P00014,Speaker,214.54,4,In Process,Rhonda Anderson,Hawaii,21.094318,-157.498337,Website,45518
P00018,Router,90.81,5,Delivered,Rebecca Wade,Iowa,42.011539,-93.210526,Website,45518
P00002,Router,165.11,3,On Hold,Jimmy Leblanc,South Carolina,33.856892,-80.945007,Social Media,45518
P00023,Smart TV,1165.77,1,Delivered,Margaret Johnson,Michigan,43.326618,-84.536095,Website,45518
P00003,Smart Home Hub,160.51,1,On Hold,Robert Arnold,South Carolina,33.856892,-80.945007,Mobile App,45518
P00003,Keyboard,31.87,5,Delivered,Emily Murphy,New Mexico,34.840515,-106.248482,Physical,45518
P00002,Smart TV,1472.96,3,Delivered,Jerry Thomas,Kansas,38.5266,-96.726486,Website,45518
P00011,Camera,943.06,4,Delivered,Todd Cameron,Ohio,40.388783,-82.764915,Mobile App,45518
P00017,Camera,566.13,2,Canceled,Robin Bond,Massachusetts,42.230171,-71.530106,Mobile App,45518
P00020,USB Drive,44.86,5,On Hold,Joe Kennedy,California,36.116203,-119.681564,Mobile App,45518
P00011,Smart TV,1330.06,3,Delivered,Savannah Shea,Kentucky,37.66814,-84.670067,Mobile App,45518
P00019,VR Headset,401.19,1,Delivered,Samantha Ford,North Dakota,47.528912,-99.784012,Mobile App,45518
P00011,Smartphone,724.32,3,Canceled,Stephanie Barber,Ohio,40.388783,-82.764915,Social Media,45518
P00011,Graphics Card,326.66,1,Canceled,James Proctor,North Carolina,35.630066,-79.806419,Mobile App,45518
P00003,Router,193.29,1,In Process,Alexander Moran,Washington,47.400902,-121.490494,Physical,45518
P00019,Speaker,130.16,2,On Hold,Leslie Howe,Alaska,61.370716,-152.404419,Phone,45518
P00020,Mouse,37.16,3,On Hold,Dr. Mitchell Miller,Florida,27.766279,-81.686783,Social Media,45518
P00006,Smart Home Hub,178.38,5,In Process,Jason Tanner,Connecticut,41.597782,-72.755371,Mobile App,45518
P00017,VR Headset,682.54,5,Delivered,Cheryl Cole,Kansas,38.5266,-96.726486,Social Media,45518
P00015,VR Headset,898.05,5,On Hold,Thomas Rodriguez,Iowa,42.011539,-93.210526,Phone,45518
P00009,Monitor,592.39,1,Delivered,Heather Johnson,Oregon,44.572021,-122.070938,Mobile App,45518
P00023,Keyboard,22.97,2,In Process,Jonathan Diaz MD,Colorado,39.059811,-105.311104,Website,45518
P00013,Mouse,44.11,2,In Process,Carol Myers,Missouri,38.456085,-92.288368,Mobile App,45518
P00014,VR Headset,443.12,3,Canceled,Nicole Wheeler,Idaho,44.240459,-114.478828,Website,45518
P00022,Speaker,282.56,1,In Process,Leslie Gonzalez,Kansas,38.5266,-96.726486,Mobile App,45519
P00002,Mouse,67.69,5,On Hold,Cory Morris,Texas,31.054487,-97.563461,Social Media,45519
P00013,Router,63.4,4,In Process,Paul Joseph,New Jersey,40.298904,-74.521011,Phone,45519
P00015,Smart Home Hub,362.11,4,In Process,Jason Garcia,Hawaii,21.094318,-157.498337,Phone,45519
P00004,Tablet,268.96,5,Delivered,Darrell Kelly,Indiana,39.849426,-86.258278,Mobile App,45519
P00021,Charger,15.64,5,On Hold,Michael Perez,Georgia,33.040619,-83.643074,Phone,45519
P00006,Router,107.07,3,Delivered,Ashley Snyder,South Carolina,33.856892,-80.945007,Social Media,45519
P00018,Smartphone,1158.32,3,Canceled,James Williams,Florida,27.766279,-81.686783,Physical,45519
P00003,Projector,583.11,2,Delivered,Mr. Timothy Harrington II,Mississippi,32.741646,-89.678696,Mobile App,45519
P00024,Graphics Card,1988.72,1,Canceled,Andrew Valencia,Wyoming,42.755966,-107.30249,Website,45519
P00021,USB Drive,25.93,3,In Process,Gerald Burke,Montana,46.921925,-110.454353,Physical,45519
P00016,Smartphone,776.85,3,In Process,Ryan Baker,Missouri,38.456085,-92.288368,Social Media,45519
P00024,Smartwatch,391.69,5,Delivered,Lynn Shaw,Maine,44.693947,-69.381927,Physical,45519
P00012,Monitor,328.54,2,Canceled,Alan Mcclure,New Hampshire,43.452492,-71.563896,Social Media,45519
P00012,Scanner,301.51,1,On Hold,Benjamin Richardson,Mississippi,32.741646,-89.678696,Mobile App,45519
P00014,VR Headset,736.55,3,Delivered,Terry Burke,Maine,44.693947,-69.381927,Mobile App,45519
P00018,Hard Disk,69.43,5,Canceled,Jared Roth,Massachusetts,42.230171,-71.530106,Website,45519
P00009,Projector,550.67,4,Canceled,Heather Jackson,Idaho,44.240459,-114.478828,Mobile App,45519
P00013,Smart TV,301.63,4,In Process,Michelle Walker,Texas,31.054487,-97.563461,Mobile App,45519
P00008,Monitor,720.72,5,In Process,Robert Bailey,New Jersey,40.298904,-74.521011,Social Media,45519
P00023,Charger,17.7,4,Canceled,Jody Huff,Hawaii,21.094318,-157.498337,Physical,45519
P00007,VR Headset,578.83,5,Canceled,Christopher Morrison,Michigan,43.326618,-84.536095,Physical,45519
P00019,Power Bank,26.23,5,In Process,Joel Phillips,New Mexico,34.840515,-106.248482,Mobile App,45519
P00004,Camera,1478.2,3,In Process,Allen Walker,Arizona,33.729759,-111.431221,Phone,45519
P00004,Printer,177.06,4,On Hold,Amy James,New Hampshire,43.452492,-71.563896,Phone,45519
P00022,Smartwatch,157.15,2,In Process,Taylor Jackson,Florida,27.766279,-81.686783,Mobile App,45519
P00009,Headphones,251.3,5,Delivered,William Parker,North Dakota,47.528912,-99.784012,Mobile App,45519
P00004,Drone,1912.22,5,Canceled,Melissa Russo,Minnesota,45.694454,-93.900192,Website,45519
P00014,Smart TV,451.05,3,Delivered,Mr. Robert Taylor Jr.,Tennessee,35.747845,-86.692345,Website,45519
P00009,Tablet,776.05,1,On Hold,Robert Foster,Montana,46.921925,-110.454353,Physical,45519
P00013,Headphones,71.12,4,In Process,Stephanie Nunez,Illinois,40.349457,-88.986137,Website,45519
P00013,Smartwatch,311.76,2,Canceled,William Warren,Florida,27.766279,-81.686783,Phone,45519
P00021,Hard Disk,149.91,3,In Process,Robert Andrews,Delaware,39.318523,-75.507141,Mobile App,45519
P00009,Keyboard,106.76,2,Delivered,Spencer Robbins Jr.,Oklahoma,35.565342,-96.928917,Physical,45520
